ZIPCODE,CAPACITY,DATE
93230,3.364,4/22/2019
92676,10.183,4/22/2019
92260,8.347,4/22/2019
93261,6.054,4/22/2019
92551,2.539,4/22/2019
92570,4.232,4/22/2019
90277,4.62,4/22/2019
92551,4.924,4/22/2019
92585,4.588,4/22/2019
92708,3.797,4/22/2019
92260,5.457,4/22/2019
92223,2.896,4/22/2019
90660,4.763,4/22/2019
92337,3.668,4/22/2019
91301,10.027,4/22/2019
92571,4.658,4/22/2019
92584,2.736,4/22/2019
91016,2.363,4/22/2019
92371,2.425,4/22/2019
92707,3.024,4/22/2019
91024,4.453,4/22/2019
90703,7.544,4/22/2019
92691,4.453,4/22/2019
91745,9.952,4/22/2019
92691,4.819,4/22/2019
93514,3.467,4/22/2019
91724,7.993,4/22/2019
92530,4.289,4/22/2019
93292,7.161,4/22/2019
93291,7.176,4/22/2019
92557,4.765,4/22/2019
92630,5.358,4/22/2019
90221,2.893,4/22/2019
92679,4.995,4/22/2019
90255,5.297,4/22/2019
92395,5.358,4/22/2019
93277,6.054,4/22/2019
92867,13.544,4/22/2019
92337,6.784,4/22/2019
93117,2.71,4/22/2019
92585,4.77,4/22/2019
92630,3.748,4/22/2019
93552,4.05,4/22/2019
92618,3.614,4/22/2019
93560,6.364,4/22/2019
92507,2.71,4/22/2019
93550,6.364,4/22/2019
92586,3.182,4/22/2019
92335,7.682,4/22/2019
93003,2.893,4/22/2019
90503,4.74,4/22/2019
90723,4.019,4/22/2019
93033,3.471,4/22/2019
92869,3.806,4/22/2019
90260,4.083,4/22/2019
92336,3.763,4/22/2019
92620,3.716,4/22/2019
92392,8.968,4/22/2019
93277,7.207,4/22/2019
90808,3.197,4/22/2019
93065,4.141,4/22/2019
92392,2.71,4/22/2019
93561,6.742,4/22/2019
90606,4.763,4/22/2019
91784,8.678,4/22/2019
93023,2.604,4/22/2019
92399,5.496,4/22/2019
90505,4.05,4/22/2019
92407,7.891,4/22/2019
92553,4.468,4/22/2019
92880,4.05,4/22/2019
93274,5.421,4/22/2019
92530,4.05,4/22/2019
92688,4.74,4/22/2019
93551,4.468,4/22/2019
91784,9.147,4/22/2019
92270,2.296,4/22/2019
92821,5.761,4/22/2019
92832,3.072,4/22/2019
92260,4.235,4/22/2019
91710,4.628,4/22/2019
92553,5.406,4/22/2019
92626,48.96,4/23/2019
93505,17.71,4/23/2019
92591,3.831,4/23/2019
93543,4.378,4/23/2019
92585,9.077,4/23/2019
92392,3.614,4/23/2019
92563,2.001,4/23/2019
92563,2.287,4/23/2019
90638,4.494,4/23/2019
92252,6.294,4/23/2019
92508,3.459,4/23/2019
92630,3.614,4/23/2019
92555,8.347,4/23/2019
93550,9.495,4/23/2019
92507,2.71,4/23/2019
92592,5.975,4/23/2019
93536,11.836,4/23/2019
93292,4.359,4/23/2019
92571,4.699,4/23/2019
92660,8.023,4/23/2019
92210,15.046,4/23/2019
91752,17.036,4/23/2019
92688,4.946,4/23/2019
93536,10.125,4/23/2019
92585,3.614,4/23/2019
93555,4.768,4/23/2019
92223,3.48,4/23/2019
91758,2.287,4/23/2019
92551,8.573,4/23/2019
92270,12.199,4/23/2019
92260,9.952,4/23/2019
92395,2.07,4/23/2019
92595,9.201,4/23/2019
92530,9.73,4/23/2019
90605,6.948,4/23/2019
92618,2.287,4/23/2019
93270,10.181,4/23/2019
90805,3.797,4/23/2019
92395,2.588,4/23/2019
91390,4.053,4/23/2019
92399,6.423,4/23/2019
92879,7.733,4/23/2019
93534,2.647,4/23/2019
91739,8.07,4/23/2019
92563,5.207,4/23/2019
93550,3.944,4/23/2019
92211,8.422,4/23/2019
92395,4.917,4/23/2019
90630,4.606,4/23/2019
93230,5.421,4/23/2019
92553,2.647,4/23/2019
92583,4.995,4/23/2019
90713,9.421,4/23/2019
93501,7.857,4/23/2019
93277,12.247,4/23/2019
93292,5.121,4/23/2019
91342,2.646,4/23/2019
91786,5.358,4/23/2019
92503,6.742,4/23/2019
92336,2.296,4/23/2019
92630,3.237,4/23/2019
93270,7.565,4/23/2019
91360,7.705,4/23/2019
92344,5.865,4/23/2019
92210,12.385,4/23/2019
90808,6.046,4/23/2019
90275,8.322,4/23/2019
92307,5.674,4/23/2019
92679,8.023,4/23/2019
92373,3.882,4/23/2019
92869,6.891,4/23/2019
92648,3.342,4/23/2019
93560,2.893,4/23/2019
92376,9.546,4/23/2019
92584,2.71,4/23/2019
90631,4.628,4/23/2019
92563,4.628,4/23/2019
93536,3.471,4/23/2019
91730,2.893,4/23/2019
92551,4.05,4/23/2019
90703,2.414,4/23/2019
93013,6.418,4/23/2019
92688,4.041,4/23/2019
90220,6.653,4/23/2019
92882,3.514,4/23/2019
92592,3.614,4/23/2019
93291,3.459,4/23/2019
91710,3.903,4/23/2019
93041,3.761,4/23/2019
92354,4.05,4/23/2019
92870,8.209,4/23/2019
92551,2.893,4/23/2019
92880,6.525,4/23/2019
93536,3.215,4/23/2019
91766,6.271,4/23/2019
93277,4.901,4/23/2019
92886,6.172,4/23/2019
93535,5.734,4/23/2019
93552,5.027,4/23/2019
92545,4.189,4/23/2019
90278,4.019,4/23/2019
91784,1.877,4/23/2019
93015,5.103,4/23/2019
92373,7.353,4/23/2019
92270,2.296,4/23/2019
92679,9.358,4/23/2019
92570,4.554,4/23/2019
92532,2.71,4/23/2019
92563,3.459,4/23/2019
92602,9.053,4/23/2019
90745,6.677,4/23/2019
92557,6.049,4/23/2019
90404,4.249,4/23/2019
92563,7.115,4/23/2019
92883,10.607,4/23/2019
93560,2.143,4/23/2019
92582,6.584,4/23/2019
93551,2.1,4/23/2019
92392,4.332,4/23/2019
92881,4.629,4/23/2019
92833,102.989,4/24/2019
90621,6.498,4/24/2019
92584,2.287,4/24/2019
91758,2.287,4/24/2019
92284,9.495,4/24/2019
92543,6.078,4/24/2019
92886,6.144,4/24/2019
92584,2.71,4/24/2019
92656,11.227,4/24/2019
92592,8.004,4/24/2019
92374,2.573,4/24/2019
93724,3.144,4/24/2019
92530,6.266,4/24/2019
91709,9.103,4/24/2019
92620,9.276,4/24/2019
92592,7.7,4/24/2019
92883,2.573,4/24/2019
92883,2.287,4/24/2019
92883,2.573,4/24/2019
92345,7.115,4/24/2019
92592,9.137,4/24/2019
91784,3.91,4/24/2019
92705,6.99,4/24/2019
92584,3.614,4/24/2019
92563,4.268,4/24/2019
93215,6.266,4/24/2019
91762,2.71,4/24/2019
92617,6.078,4/24/2019
90620,4.77,4/24/2019
92618,2.287,4/24/2019
92545,2.276,4/24/2019
92336,2.181,4/24/2019
92336,2.454,4/24/2019
92336,2.181,4/24/2019
92336,2.454,4/24/2019
92336,2.454,4/24/2019
92336,2.454,4/24/2019
92336,2.454,4/24/2019
92336,2.181,4/24/2019
92336,2.454,4/24/2019
90703,5.365,4/24/2019
91710,8.989,4/24/2019
92555,12.841,4/24/2019
92571,6.653,4/24/2019
93010,3.601,4/24/2019
90808,5.855,4/24/2019
92587,9.424,4/24/2019
92606,4.696,4/24/2019
93551,4.266,4/24/2019
92407,5.354,4/24/2019
91710,5.786,4/24/2019
93551,11.227,4/24/2019
92311,5.011,4/24/2019
92880,4.975,4/24/2019
93274,7.103,4/24/2019
92270,9.875,4/24/2019
92602,7.29,4/24/2019
92571,4.514,4/24/2019
91307,8.216,4/24/2019
91710,5.766,4/24/2019
92410,6.653,4/24/2019
92887,44.544,4/24/2019
92620,7.598,4/24/2019
90605,4.889,4/24/2019
92592,2.727,4/24/2019
92210,15.088,4/24/2019
92592,2.454,4/24/2019
92544,5.269,4/24/2019
92592,2.454,4/24/2019
92592,3.272,4/24/2019
93291,3.545,4/24/2019
92592,2.735,4/24/2019
93501,6.342,4/24/2019
92260,10.273,4/24/2019
92240,4.588,4/24/2019
92260,10.273,4/24/2019
92260,4.494,4/24/2019
92270,6.519,4/24/2019
93065,2.287,4/24/2019
93065,2.001,4/24/2019
92316,5.079,4/24/2019
92584,6.211,4/24/2019
93065,2.287,4/24/2019
93065,2.001,4/24/2019
93065,2.001,4/24/2019
93065,2.001,4/24/2019
92262,4.937,4/24/2019
92587,10.296,4/24/2019
93277,4.768,4/24/2019
90807,8.037,4/24/2019
91764,2.71,4/24/2019
92395,5.693,4/24/2019
92301,4.057,4/24/2019
92503,2.999,4/24/2019
92503,2.454,4/24/2019
92503,3.272,4/24/2019
92223,3.234,4/24/2019
92503,2.454,4/24/2019
92234,7.261,4/24/2019
92392,4.405,4/24/2019
90810,2.23,4/24/2019
92595,10.351,4/24/2019
92316,7.349,4/24/2019
93257,9.257,4/24/2019
92394,8.099,4/24/2019
90805,4.937,4/24/2019
91320,13.93,4/24/2019
91773,3.293,4/24/2019
92563,2.53,4/24/2019
91722,3.631,4/24/2019
92704,3.937,4/24/2019
90266,5.282,4/24/2019
90720,11.116,4/24/2019
92301,4.286,4/24/2019
91709,4.286,4/24/2019
90620,8.023,4/24/2019
93274,5.818,4/24/2019
92563,6.16,4/24/2019
91732,8.079,4/24/2019
92708,4.606,4/24/2019
92705,7.406,4/24/2019
92630,8.105,4/24/2019
92706,4.32,4/24/2019
92584,2.296,4/24/2019
92503,5.421,4/24/2019
93277,5.403,4/24/2019
91745,9.31,4/24/2019
91730,2.505,4/24/2019
92881,22.527,4/24/2019
92377,3.631,4/24/2019
92307,2.702,4/24/2019
93291,3.197,4/24/2019
92596,5.932,4/24/2019
90604,2.999,4/24/2019
92563,5.25,4/24/2019
92399,4.748,4/24/2019
92223,3.732,4/24/2019
92653,8.64,4/24/2019
93003,4.006,4/24/2019
92374,3.703,4/24/2019
92352,6.172,4/24/2019
91768,2.677,4/24/2019
91784,9.823,4/24/2019
90250,2.23,4/24/2019
92277,7.248,4/24/2019
92555,4.5,4/24/2019
92879,3.483,4/24/2019
92585,1.909,4/24/2019
92584,1.909,4/24/2019
92307,3.364,4/24/2019
93292,4.324,4/24/2019
92284,6.801,4/24/2019
90706,5.496,4/24/2019
92584,2.71,4/24/2019
92584,3.614,4/24/2019
91733,4.286,4/24/2019
92618,4.517,4/24/2019
91390,7.308,4/24/2019
93535,7.047,4/24/2019
92879,9.862,4/24/2019
93536,6.264,4/24/2019
91750,4.05,4/24/2019
90808,7.047,4/24/2019
93010,4.918,4/24/2019
91752,7.83,4/24/2019
92509,4.934,4/24/2019
91710,5.306,4/24/2019
92879,5.453,4/24/2019
92881,3.761,4/24/2019
93551,6.016,4/24/2019
92336,4.551,4/24/2019
92679,8.629,4/24/2019
93505,5.566,4/24/2019
92555,5.496,4/24/2019
92344,5.554,4/24/2019
93230,14.712,4/24/2019
92881,12.141,4/24/2019
92602,5.421,4/24/2019
92705,5.774,4/24/2019
93536,5.496,4/24/2019
92584,3.614,4/24/2019
92376,3.182,4/24/2019
92354,5.786,4/24/2019
92562,4.339,4/24/2019
93274,4.036,4/24/2019
90740,7.521,4/24/2019
92503,6.377,4/24/2019
93274,8.649,4/24/2019
91387,2.71,4/24/2019
93023,8.026,4/24/2019
90265,10.494,4/24/2019
93292,7.175,4/24/2019
92570,6.266,4/24/2019
92870,4.628,4/24/2019
91754,6.789,4/24/2019
93277,4.901,4/24/2019
91765,12.372,4/24/2019
93117,3.653,4/24/2019
92530,3.614,4/24/2019
93257,4.036,4/24/2019
91387,12.04,4/24/2019
92880,8.962,4/24/2019
93535,4.918,4/24/2019
93291,3.444,4/24/2019
92563,5.541,4/24/2019
92553,4.468,4/24/2019
92595,6.943,4/24/2019
93535,4.822,4/24/2019
92571,6.028,4/24/2019
90275,7.406,4/24/2019
92647,6.151,4/24/2019
91360,6.697,4/24/2019
92346,6.586,4/24/2019
92553,7.501,4/24/2019
92532,7.497,4/24/2019
92530,4.517,4/25/2019
92582,2.67,4/25/2019
92582,2.67,4/25/2019
91752,3.43,4/25/2019
92618,2.001,4/25/2019
92660,2.67,4/25/2019
92582,2.67,4/25/2019
92582,2.136,4/25/2019
92883,2.001,4/25/2019
92586,2.71,4/25/2019
92867,7.859,4/25/2019
92618,2.001,4/25/2019
92881,9.911,4/25/2019
92870,7.384,4/25/2019
92618,2.287,4/25/2019
92586,2.71,4/25/2019
92886,5.421,4/25/2019
92886,5.421,4/25/2019
90621,0.899,4/25/2019
93065,2.573,4/25/2019
92504,7.541,4/25/2019
91709,3.631,4/25/2019
92618,2.287,4/25/2019
93117,1.798,4/25/2019
90703,9.276,4/25/2019
92270,12.06,4/25/2019
92234,6.366,4/25/2019
92617,4.018,4/25/2019
92270,4.88,4/25/2019
92223,4.054,4/25/2019
90740,3.008,4/25/2019
92595,3.95,4/25/2019
92676,11.464,4/25/2019
90706,4.554,4/25/2019
93277,3.817,4/25/2019
93536,9.366,4/25/2019
91770,2.461,4/25/2019
92562,4.084,4/25/2019
92234,7.903,4/25/2019
90745,4.491,4/25/2019
92307,4.053,4/25/2019
92509,10.204,4/25/2019
92887,4.109,4/25/2019
92870,8.099,4/25/2019
90805,4.43,4/25/2019
92545,5.483,4/25/2019
92618,4.517,4/25/2019
91006,11.171,4/25/2019
92223,4.084,4/25/2019
90505,4.012,4/25/2019
92264,8.249,4/25/2019
93551,6.982,4/25/2019
92374,4.468,4/25/2019
92582,9.479,4/25/2019
90280,3.727,4/25/2019
91761,5.852,4/25/2019
93067,7.063,4/25/2019
91030,4.863,4/25/2019
92307,4.564,4/25/2019
92277,6.943,4/25/2019
92660,5.554,4/25/2019
92544,8.678,4/25/2019
92374,4.628,4/25/2019
93117,3.761,4/25/2019
92602,5.421,4/25/2019
91786,7.185,4/25/2019
92563,4.339,4/25/2019
92557,3.614,4/25/2019
92262,7.097,4/25/2019
93560,7.501,4/25/2019
93277,5.189,4/25/2019
91791,7.233,4/25/2019
92595,6.075,4/25/2019
92557,5.133,4/25/2019
90605,9.725,4/25/2019
91001,5.587,4/25/2019
92316,3.072,4/25/2019
90621,0.899,4/25/2019
92586,3.87,4/25/2019
92262,5.622,4/25/2019
93003,3.182,4/25/2019
91773,4.748,4/25/2019
92563,5.03,4/25/2019
92843,6.686,4/25/2019
93552,3.761,4/25/2019
91362,6.486,4/25/2019
93536,10.333,4/25/2019
92705,4.194,4/25/2019
92780,5.457,4/25/2019
91770,7.135,4/25/2019
92886,6.943,4/25/2019
91765,6.035,4/25/2019
92584,2.71,4/25/2019
92618,3.614,4/25/2019
93277,5.189,4/25/2019
92345,3.895,4/25/2019
93551,4.05,4/25/2019
91708,2.71,4/25/2019
92592,3.614,4/25/2019
90806,4.05,4/25/2019
92683,4.674,4/25/2019
92705,3.471,4/25/2019
92544,6.361,4/25/2019
91762,2.108,4/25/2019
90638,5.193,4/25/2019
93277,8.091,4/25/2019
91803,4.168,4/25/2019
93105,5.136,4/25/2019
92371,6.337,4/25/2019
92880,10.703,4/25/2019
91773,6.271,4/25/2019
91723,4.934,4/25/2019
93552,3.485,4/25/2019
92553,4.386,4/25/2019
92880,3.885,4/25/2019
92270,4.019,4/25/2019
91784,7.421,4/25/2019
92683,7.242,4/25/2019
93033,4.934,4/25/2019
93105,2.277,4/25/2019
93003,4.05,4/25/2019
91709,7.284,4/25/2019
92708,2.679,4/25/2019
93030,4.05,4/25/2019
92563,6.193,4/25/2019
92530,7.811,4/25/2019
90620,11.23,4/25/2019
90240,9.548,4/25/2019
92301,2.793,4/25/2019
92620,7.294,4/25/2019
92225,6.088,4/25/2019
92602,5.136,4/25/2019
91709,6.075,4/25/2019
92596,9.304,4/25/2019
93536,3.618,4/25/2019
92264,9.257,4/25/2019
92704,5.541,4/25/2019
92860,10.045,4/25/2019
91758,2.287,4/26/2019
91361,5.189,4/26/2019
93015,7.078,4/26/2019
91761,4.517,4/26/2019
90278,6.574,4/26/2019
92543,2.136,4/26/2019
92543,2.403,4/26/2019
92543,2.136,4/26/2019
92882,12.489,4/26/2019
92223,2.136,4/26/2019
92260,6.02,4/26/2019
92618,2.001,4/26/2019
91381,9.244,4/26/2019
91354,1.909,4/26/2019
92618,2.287,4/26/2019
92618,2.859,4/26/2019
91773,5.943,4/26/2019
93015,4.054,4/26/2019
90274,18.72,4/26/2019
92880,4.552,4/26/2019
92618,2.287,4/26/2019
92618,2.287,4/26/2019
92618,2.287,4/26/2019
92618,2.287,4/26/2019
92647,5.719,4/26/2019
92544,10.26,4/26/2019
92308,5.252,4/26/2019
91730,3.472,4/26/2019
91706,2.108,4/26/2019
90265,21.598,4/26/2019
92883,2.573,4/26/2019
92883,2.287,4/26/2019
91762,2.287,4/26/2019
91350,2.001,4/26/2019
91351,2.001,4/26/2019
91350,2.287,4/26/2019
91350,2.287,4/26/2019
91350,2.001,4/26/2019
91351,2.001,4/26/2019
91351,2.001,4/26/2019
92262,7.063,4/26/2019
93250,2.727,4/26/2019
93257,6.078,4/26/2019
92270,9.45,4/26/2019
92262,9.257,4/26/2019
93230,5.027,4/26/2019
91387,9.193,4/26/2019
92285,6.845,4/26/2019
92618,3.614,4/26/2019
93536,5.167,4/26/2019
92308,6.451,4/26/2019
92591,2.287,4/26/2019
92663,2.781,4/26/2019
93551,3.31,4/26/2019
91706,5.246,4/26/2019
90715,2.716,4/26/2019
92311,6.965,4/26/2019
92585,1.909,4/26/2019
92585,1.909,4/26/2019
91746,3.061,4/26/2019
92584,1.909,4/26/2019
91387,3.614,4/26/2019
93001,2.935,4/26/2019
90270,2.999,4/26/2019
90242,1.967,4/26/2019
92344,4.74,4/26/2019
90220,5.027,4/26/2019
92407,6.825,4/26/2019
93552,4.468,4/26/2019
93552,9.358,4/26/2019
93111,8.047,4/26/2019
91776,6.182,4/26/2019
92376,4.189,4/26/2019
92584,6.315,4/26/2019
92264,6.353,4/26/2019
92603,24.589,4/26/2019
90505,3.982,4/26/2019
92344,9.418,4/26/2019
92307,5.408,4/26/2019
91740,5.403,4/26/2019
92614,3.614,4/26/2019
92614,3.614,4/26/2019
92614,3.614,4/26/2019
91745,8.969,4/26/2019
92614,3.614,4/26/2019
93117,2.893,4/26/2019
90247,5.786,4/26/2019
91761,2.71,4/26/2019
93552,4.05,4/26/2019
92585,3.516,4/26/2019
92603,5.47,4/26/2019
92585,5.586,4/26/2019
92831,4.414,4/26/2019
92708,3.895,4/26/2019
92592,6.786,4/26/2019
90061,3.265,4/26/2019
92234,8.344,4/26/2019
92562,2.71,4/26/2019
92620,5.943,4/26/2019
91360,6.482,4/26/2019
93277,10.667,4/26/2019
92651,8.083,4/26/2019
91739,8.167,4/26/2019
91752,8.678,4/26/2019
93291,4.904,4/26/2019
92704,5.432,4/26/2019
92394,5.554,4/26/2019
91354,1.807,4/26/2019
90710,5.786,4/26/2019
92408,2.314,4/26/2019
91750,7.948,4/26/2019
92399,5.586,4/26/2019
92377,7.232,4/26/2019
92692,12.441,4/26/2019
92880,7.936,4/26/2019
92618,3.614,4/26/2019
92223,8.54,4/26/2019
92584,2.71,4/26/2019
92336,6.653,4/26/2019
93552,4.468,4/26/2019
91739,6.909,4/26/2019
93065,6.366,4/26/2019
92596,7.941,4/26/2019
92563,5.824,4/26/2019
92831,2.793,4/26/2019
90063,4.006,4/26/2019
92831,6.423,4/26/2019
92584,2.71,4/26/2019
93012,2.027,4/26/2019
93292,5.215,4/26/2019
92240,4.05,4/26/2019
93292,4.801,4/26/2019
92407,6.075,4/26/2019
92234,3.557,4/27/2019
92223,6.423,4/27/2019
90703,4.155,4/27/2019
92883,2.573,4/27/2019
92264,9.875,4/27/2019
92691,6.982,4/27/2019
92591,10.333,4/27/2019
92867,17.335,4/27/2019
93010,5.586,4/27/2019
92567,12.489,4/27/2019
93286,2.761,4/27/2019
92503,7.462,4/27/2019
93023,8.026,4/27/2019
92570,3.983,4/27/2019
92883,2.287,4/27/2019
92883,2.573,4/27/2019
92883,2.573,4/27/2019
92883,2.573,4/27/2019
92399,8.751,4/27/2019
91302,9.722,4/27/2019
92262,8.347,4/27/2019
93230,7.113,4/27/2019
92860,12.517,4/27/2019
91384,4.142,4/27/2019
91390,6.42,4/27/2019
91390,6.172,4/27/2019
92882,5.027,4/27/2019
91711,4.305,4/27/2019
92571,6.565,4/27/2019
91706,4.448,4/27/2019
92336,7.261,4/27/2019
92562,2.539,4/27/2019
92405,4.976,4/27/2019
93291,6.987,4/27/2019
92553,4.084,4/27/2019
92646,8.316,4/27/2019
92284,4.248,4/27/2019
90631,20.999,4/27/2019
90723,2.923,4/27/2019
92240,4.141,4/27/2019
92264,3.086,4/27/2019
92553,6.883,4/27/2019
93105,5.136,4/27/2019
92679,6.172,4/27/2019
92557,4.917,4/27/2019
92530,8.461,4/27/2019
92284,5.693,4/27/2019
92591,2.287,4/27/2019
92591,2.001,4/27/2019
92503,3.272,4/27/2019
93292,5.952,4/27/2019
91746,7.311,4/27/2019
92311,2.793,4/27/2019
92544,6.979,4/27/2019
92592,7.929,4/27/2019
93274,8.46,4/27/2019
92264,10.305,4/27/2019
91752,8.756,4/27/2019
92860,5.894,4/27/2019
92592,3.668,4/27/2019
92618,2.001,4/27/2019
92618,2.001,4/27/2019
92618,2.001,4/27/2019
92618,2.001,4/27/2019
92316,7.243,4/27/2019
92596,4.917,4/27/2019
91020,6.164,4/27/2019
92544,7.811,4/27/2019
91709,7.637,4/27/2019
92606,7.097,4/27/2019
92595,8.92,4/27/2019
91750,8.061,4/27/2019
90670,6.653,4/27/2019
93117,4.667,4/27/2019
92562,8.149,4/27/2019
91006,4.32,4/27/2019
92591,6.172,4/27/2019
91360,6.943,4/27/2019
92620,4.255,4/27/2019
91360,6.48,4/27/2019
92270,4.593,4/27/2019
92376,6.982,4/27/2019
91786,2.382,4/27/2019
92264,14.037,4/27/2019
93065,8.925,4/27/2019
92371,5.81,4/27/2019
92530,5.056,4/27/2019
91761,12.439,4/27/2019
92342,7.412,4/27/2019
92557,8.299,4/27/2019
92780,6.639,4/27/2019
92683,3.954,4/27/2019
93003,6.69,4/27/2019
92614,3.614,4/27/2019
92582,5.746,4/29/2019
90260,7.77,4/29/2019
90650,4.243,4/29/2019
91709,10.735,4/29/2019
92551,9.623,4/29/2019
92881,4.96,4/29/2019
92587,11.549,4/29/2019
93724,4.002,4/29/2019
92223,2.136,4/29/2019
92223,2.136,4/29/2019
92223,2.136,4/29/2019
92223,2.136,4/29/2019
92223,2.136,4/29/2019
91752,2.287,4/29/2019
93274,5.189,4/29/2019
93555,7.501,4/29/2019
92882,4.924,4/29/2019
92881,10.8,4/29/2019
92584,4.514,4/29/2019
92585,11.214,4/29/2019
92883,2.71,4/29/2019
92563,6.211,4/29/2019
92582,6.987,4/29/2019
92371,2.741,4/29/2019
90043,3.578,4/29/2019
92335,5.133,4/29/2019
91766,2.287,4/29/2019
92234,6.48,4/29/2019
92503,2.999,4/29/2019
92503,2.181,4/29/2019
92845,5.094,4/29/2019
90290,7.375,4/29/2019
92320,4.05,4/29/2019
92860,12.012,4/29/2019
92584,4.535,4/29/2019
93230,7.398,4/29/2019
92394,4.658,4/29/2019
93230,5.182,4/29/2019
92234,8.462,4/29/2019
90806,6.943,4/29/2019
92886,9.628,4/29/2019
91724,6.144,4/29/2019
92234,12.85,4/29/2019
92563,7.392,4/29/2019
92585,4.63,4/29/2019
92584,5.786,4/29/2019
92392,7.826,4/29/2019
92562,10.507,4/29/2019
92354,5.432,4/29/2019
91786,3.345,4/29/2019
92870,4.462,4/29/2019
93257,5.778,4/29/2019
92509,5.693,4/29/2019
91745,10.94,4/29/2019
92618,2.71,4/29/2019
91387,13.173,4/29/2019
92614,3.614,4/29/2019
92407,7.936,4/29/2019
91390,5.136,4/29/2019
93230,4.674,4/29/2019
91784,7.301,4/29/2019
92595,6.382,4/29/2019
90502,6.798,4/29/2019
92590,11.44,4/29/2019
92882,6.423,4/29/2019
91752,2.287,4/29/2019
92345,3.072,4/29/2019
91752,2.573,4/29/2019
93033,3.57,4/29/2019
92509,2.573,4/29/2019
91752,2.573,4/29/2019
91752,2.573,4/29/2019
92377,7.596,4/29/2019
93555,5.545,4/29/2019
93536,5.473,4/29/2019
91007,8.347,4/29/2019
90638,6.796,4/29/2019
93257,4.542,4/29/2019
93013,5.215,4/29/2019
92886,8.64,4/29/2019
93292,3.653,4/29/2019
92346,5.863,4/29/2019
93010,5.861,4/29/2019
93552,4.749,4/29/2019
91801,3.319,4/29/2019
92586,9.835,4/29/2019
92821,4.628,4/29/2019
92407,6.653,4/29/2019
92345,6.653,4/29/2019
91362,5.786,4/29/2019
92880,7.294,4/29/2019
92620,5.804,4/29/2019
93536,5.496,4/29/2019
93536,3.471,4/29/2019
92545,5.207,4/29/2019
91752,4.934,4/29/2019
92704,4.255,4/29/2019
91761,5.267,4/29/2019
92301,3.471,4/29/2019
92557,8.187,4/29/2019
92407,8.678,4/29/2019
91710,3.424,4/29/2019
92307,5.458,4/29/2019
93536,2.971,4/29/2019
92392,4.318,4/29/2019
90241,3.116,4/29/2019
92595,4.155,4/29/2019
92509,2.947,4/29/2019
93065,6.525,4/29/2019
93117,3.471,4/29/2019
93277,5.831,4/29/2019
92307,3.351,4/29/2019
92557,3.91,4/29/2019
92301,5.207,4/29/2019
92399,8.316,4/29/2019
91790,9.053,4/29/2019
93536,3.471,4/29/2019
93505,3.761,4/29/2019
91722,3.351,4/29/2019
92392,3.614,4/29/2019
92625,8.332,4/29/2019
92583,3.072,4/29/2019
92618,4.517,4/29/2019
92602,5.421,4/29/2019
90712,4.339,4/29/2019
91766,16.757,4/29/2019
91745,3.472,4/29/2019
91350,3.614,4/29/2019
91350,3.614,4/29/2019
90806,4.918,4/29/2019
92602,4.552,4/29/2019
92618,14.588,4/29/2019
92881,4.643,4/29/2019
91739,4.481,4/29/2019
92881,12.274,4/29/2019
91709,16.39,4/29/2019
92503,5.786,4/29/2019
93274,6.342,4/29/2019
93536,11.571,4/29/2019
92223,4.975,4/29/2019
90249,4.339,4/29/2019
92551,8.645,4/29/2019
91744,5.758,4/29/2019
91765,6.334,4/29/2019
93552,5.496,4/29/2019
91791,8.968,4/29/2019
92592,8.389,4/29/2019
93550,2.893,4/29/2019
92545,4.339,4/29/2019
93274,2.883,4/29/2019
92570,5.496,4/29/2019
92336,8.968,4/29/2019
92336,5.496,4/29/2019
92587,6.144,4/29/2019
92545,4.339,4/29/2019
93003,5.988,4/29/2019
93063,26.112,4/30/2019
92532,8.557,4/30/2019
91752,2.287,4/30/2019
91752,2.287,4/30/2019
93291,25.518,4/30/2019
93291,25.518,4/30/2019
93291,25.518,4/30/2019
92311,3.215,4/30/2019
91710,5.435,4/30/2019
92532,7.808,4/30/2019
92376,2.845,4/30/2019
92584,5.643,4/30/2019
92591,26.444,4/30/2019
92301,3.631,4/30/2019
93724,3.545,4/30/2019
92270,7.823,4/30/2019
92260,12.712,4/30/2019
92234,4.658,4/30/2019
91723,5.027,4/30/2019
92308,3.469,4/30/2019
91780,5.133,4/30/2019
93535,3.706,4/30/2019
92284,5.865,4/30/2019
90640,9.478,4/30/2019
92311,7.541,4/30/2019
90650,9.053,4/30/2019
93256,2.768,4/30/2019
92345,4.802,4/30/2019
92563,6.212,4/30/2019
93536,6.252,4/30/2019
92596,5.306,4/30/2019
92557,7.565,4/30/2019
91739,8.022,4/30/2019
92392,7.128,4/30/2019
91709,5.306,4/30/2019
91006,7.065,4/30/2019
92504,8.892,4/30/2019
90804,3.067,4/30/2019
92394,5.586,4/30/2019
92392,5.403,4/30/2019
92551,4.141,4/30/2019
91784,6.686,4/30/2019
92582,4.961,4/30/2019
93274,8.026,4/30/2019
93022,3.21,4/30/2019
92596,5.952,4/30/2019
90266,8.811,4/30/2019
92866,4.606,4/30/2019
92555,5.294,4/30/2019
90278,2.744,4/30/2019
92782,7,4/30/2019
92880,8.389,4/30/2019
90201,5.707,4/30/2019
92602,5.421,4/30/2019
93292,4.901,4/30/2019
92395,4.216,4/30/2019
90660,1.798,4/30/2019
92346,3.635,4/30/2019
92553,4.628,4/30/2019
92337,7.156,4/30/2019
