ZIPCODE,CAPACITY,DATE
92503,5.717,1/2/2020
93551,3.183,1/2/2020
90815,4.305,1/2/2020
93230,3.975,1/2/2020
92277,4.039,1/2/2020
91701,4.339,1/2/2020
91377,10.414,1/2/2020
91355,6.837,1/2/2020
92705,4.676,1/2/2020
93065,3.144,1/2/2020
93065,2.859,1/2/2020
91387,7.412,1/2/2020
92688,9.83,1/2/2020
93215,4.557,1/2/2020
92320,2.877,1/3/2020
92320,2.877,1/3/2020
91351,3.614,1/3/2020
92320,3.836,1/3/2020
91784,7.796,1/3/2020
92614,4.141,1/3/2020
92614,3.595,1/3/2020
92614,3.595,1/3/2020
92584,3.836,1/3/2020
92833,5.835,1/3/2020
91709,6.66,1/3/2020
92553,3.95,1/3/2020
92563,4.628,1/3/2020
92530,2.71,1/3/2020
93555,4.393,1/3/2020
91320,67.945,1/3/2020
93065,6.889,1/3/2020
91761,2.71,1/3/2020
92374,1.996,1/3/2020
91362,7.002,1/3/2020
91350,3.836,1/3/2020
91784,2.877,1/3/2020
93291,6.976,1/3/2020
91765,10.869,1/3/2020
92585,3.614,1/3/2020
92374,9.141,1/3/2020
92335,3.838,1/3/2020
93230,4.517,1/3/2020
91762,3.836,1/3/2020
90621,4.631,1/3/2020
92886,2.71,1/3/2020
91762,4.982,1/3/2020
92887,7.171,1/3/2020
91010,5.309,1/3/2020
91790,8.022,1/3/2020
91387,5.024,1/3/2020
91387,4.76,1/3/2020
90275,4.863,1/3/2020
92683,4.697,1/3/2020
91739,7.058,1/3/2020
92373,11.548,1/3/2020
90808,4.436,1/3/2020
92344,7.845,1/3/2020
93001,2.545,1/3/2020
92530,8,1/3/2020
92553,2.499,1/3/2020
92591,13.69,1/3/2020
92407,7.902,1/3/2020
91384,4.665,1/3/2020
92410,14.96,1/3/2020
92392,8.705,1/3/2020
91766,3.556,1/3/2020
92307,5.687,1/3/2020
91387,6.986,1/3/2020
92584,11.784,1/3/2020
90275,6.334,1/3/2020
91791,6.469,1/3/2020
93063,5.633,1/3/2020
91381,7.197,1/3/2020
92344,7.024,1/3/2020
93035,3.302,1/3/2020
93065,13.372,1/3/2020
91803,3.647,1/3/2020
91354,5.241,1/3/2020
92657,9.452,1/3/2020
93555,8.496,1/3/2020
92870,9.283,1/3/2020
91791,13.243,1/3/2020
90808,2.858,1/3/2020
91350,5.554,1/3/2020
92708,5.183,1/3/2020
92270,26.875,1/3/2020
92240,4.418,1/3/2020
92583,4.503,1/3/2020
91016,12.386,1/3/2020
92647,4.894,1/3/2020
92701,7.637,1/3/2020
92223,4.6,1/3/2020
91710,4.541,1/3/2020
93240,6.069,1/3/2020
93257,5.455,1/3/2020
92592,18.106,1/3/2020
92591,4.606,1/3/2020
93552,2.353,1/3/2020
91381,7.197,1/3/2020
92530,7.318,1/3/2020
91709,7.606,1/3/2020
92707,6.987,1/3/2020
92284,10.506,1/3/2020
93536,2.71,1/3/2020
91786,10.24,1/3/2020
91739,10.432,1/3/2020
92570,2.877,1/3/2020
92346,6.003,1/3/2020
91355,4.367,1/3/2020
92545,4.578,1/3/2020
93274,2.893,1/3/2020
92223,4.084,1/3/2020
92270,4.668,1/3/2020
92532,8.731,1/3/2020
92833,4.503,1/3/2020
93060,2.401,1/3/2020
92277,10.806,1/3/2020
91741,4.155,1/3/2020
90304,3.385,1/3/2020
93257,6.811,1/3/2020
92701,3.302,1/3/2020
92592,10.784,1/3/2020
92557,7.804,1/3/2020
91710,11.548,1/3/2020
92509,5.403,1/3/2020
92651,2.858,1/3/2020
92411,3.943,1/3/2020
90805,7.7,1/3/2020
91748,6.172,1/3/2020
92308,3.785,1/3/2020
92543,14.704,1/3/2020
91770,4.158,1/3/2020
91752,8.125,1/3/2020
93291,2.336,1/3/2020
90712,10.104,1/3/2020
92585,4.629,1/3/2020
92831,2.806,1/3/2020
93063,3.638,1/3/2020
90232,5.056,1/3/2020
92557,4.324,1/3/2020
90266,7.406,1/3/2020
91766,4.012,1/3/2020
92223,3.638,1/3/2020
92603,10.256,1/3/2020
92618,3.951,1/3/2020
92377,4.628,1/3/2020
92823,8.949,1/3/2020
92252,9.257,1/3/2020
90815,3.907,1/3/2020
90606,7.123,1/3/2020
90022,3.002,1/3/2020
92880,5.091,1/3/2020
92705,8.303,1/3/2020
93021,3.338,1/3/2020
90808,6.791,1/3/2020
92504,7.658,1/3/2020
92630,3.419,1/3/2020
90502,7.659,1/3/2020
92886,5.137,1/3/2020
91709,6.943,1/3/2020
92683,9.545,1/3/2020
92562,7.521,1/3/2020
92886,6.943,1/3/2020
93063,3.302,1/3/2020
92557,5.554,1/3/2020
91710,10.564,1/3/2020
92618,3.471,1/3/2020
92630,3.419,1/3/2020
92509,6.995,1/3/2020
91730,5.439,1/3/2020
93010,7.957,1/3/2020
92262,10.414,1/3/2020
92270,3.881,1/3/2020
92882,5.543,1/3/2020
92584,9.216,1/3/2020
92886,9.856,1/3/2020
91362,33.286,1/3/2020
93063,31.449,1/3/2020
92557,5.967,1/3/2020
92234,3.882,1/3/2020
91761,4.225,1/4/2020
93257,7.731,1/4/2020
92886,17.671,1/4/2020
92320,2.71,1/4/2020
93215,98.638,1/4/2020
92320,2.877,1/4/2020
91350,2.108,1/4/2020
92223,2.71,1/4/2020
91761,2.71,1/4/2020
93277,2.62,1/4/2020
93277,2.911,1/4/2020
93277,2.911,1/4/2020
93277,2.62,1/4/2020
92582,3.836,1/4/2020
92584,3.836,1/4/2020
92618,4.517,1/4/2020
92240,7.731,1/4/2020
92551,5.55,1/4/2020
92557,7.246,1/4/2020
92587,9.336,1/4/2020
90623,5.197,1/4/2020
92602,2.71,1/4/2020
92582,3.614,1/4/2020
91387,2.877,1/4/2020
92649,5.755,1/4/2020
92886,5.543,1/4/2020
92647,5.755,1/4/2020
91387,3.836,1/4/2020
92264,17.463,1/4/2020
93065,9.14,1/4/2020
92374,1.996,1/4/2020
92602,5.421,1/4/2020
90232,37.944,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92585,1.996,1/4/2020
92883,1.909,1/4/2020
91762,2.71,1/4/2020
92707,6.218,1/4/2020
92617,3.225,1/4/2020
92617,3.703,1/4/2020
92617,3.225,1/4/2020
92617,4.629,1/4/2020
92596,2.454,1/4/2020
92394,6.1,1/4/2020
91350,3.614,1/4/2020
92373,7.463,1/4/2020
92648,5.091,1/4/2020
92870,6.446,1/4/2020
91360,4.525,1/4/2020
92394,5.039,1/4/2020
90701,6.211,1/4/2020
92316,5.517,1/4/2020
92882,9.117,1/4/2020
93536,6.339,1/4/2020
92373,7.243,1/4/2020
91104,8.061,1/4/2020
92591,6.116,1/4/2020
93536,5.827,1/4/2020
90706,4.643,1/4/2020
91739,6.943,1/4/2020
92346,4.225,1/4/2020
91745,14.337,1/4/2020
91766,7.353,1/4/2020
93550,5.588,1/4/2020
92311,4.81,1/4/2020
91107,5.763,1/4/2020
92545,6.95,1/4/2020
90703,6.172,1/4/2020
92252,5.28,1/4/2020
93257,11.247,1/4/2020
92240,8.609,1/4/2020
92320,4.05,1/4/2020
92320,4.05,1/4/2020
92234,3.761,1/4/2020
92584,5.251,1/4/2020
92584,2.334,1/4/2020
92270,4.959,1/4/2020
92270,4.668,1/4/2020
92508,7.804,1/4/2020
92270,3.501,1/4/2020
92570,3.836,1/4/2020
92270,4.593,1/4/2020
92234,4.77,1/4/2020
92570,8.281,1/6/2020
92530,8.303,1/6/2020
92585,3.614,1/6/2020
93230,5.421,1/6/2020
92562,2.71,1/6/2020
92301,2.001,1/6/2020
92301,2.71,1/6/2020
90248,2.485,1/6/2020
91710,4.658,1/6/2020
93065,6.346,1/6/2020
92562,2.71,1/6/2020
92883,3.614,1/6/2020
91762,3.836,1/6/2020
92407,3.364,1/6/2020
91724,8.096,1/6/2020
92530,3.614,1/6/2020
91730,5.176,1/6/2020
92883,1.909,1/6/2020
92883,3.272,1/6/2020
93277,2.911,1/6/2020
91350,3.614,1/6/2020
91350,3.614,1/6/2020
92883,2.999,1/6/2020
92883,2.181,1/6/2020
92883,2.999,1/6/2020
92883,2.181,1/6/2020
92883,2.454,1/6/2020
92883,2.181,1/6/2020
91024,7.77,1/6/2020
92407,1.996,1/6/2020
92407,2.281,1/6/2020
92407,1.996,1/6/2020
92407,1.996,1/6/2020
92532,6.02,1/6/2020
92394,5.325,1/6/2020
92563,6.47,1/6/2020
93065,6.896,1/6/2020
93230,8.881,1/6/2020
91710,7.598,1/6/2020
92284,11.719,1/6/2020
93516,7.197,1/6/2020
91354,2.181,1/6/2020
93291,6.878,1/6/2020
90601,5.711,1/6/2020
92346,3.628,1/6/2020
92223,9.292,1/6/2020
92337,5.325,1/6/2020
93534,5.294,1/6/2020
92563,4.628,1/6/2020
92584,2.71,1/6/2020
93274,11.355,1/6/2020
93561,2.282,1/6/2020
93065,6.904,1/6/2020
92584,10.256,1/6/2020
92630,4.479,1/6/2020
92544,5.021,1/6/2020
93111,3.131,1/6/2020
93286,5.489,1/6/2020
92618,7.578,1/6/2020
92308,5.386,1/6/2020
92602,10.683,1/6/2020
93010,5.372,1/6/2020
92270,3.732,1/6/2020
93277,6.837,1/6/2020
91362,7.659,1/6/2020
92648,9.566,1/6/2020
90266,4.448,1/6/2020
92270,2.334,1/6/2020
91701,4.578,1/6/2020
90703,3.022,1/6/2020
92345,6.116,1/6/2020
92610,3.444,1/6/2020
92377,6.546,1/6/2020
91730,6.239,1/6/2020
91764,5.459,1/6/2020
92411,4.668,1/6/2020
92584,5.834,1/6/2020
92883,3.501,1/6/2020
92584,4.084,1/6/2020
92584,4.084,1/6/2020
92345,1.921,1/6/2020
92344,1.915,1/6/2020
93004,4.503,1/6/2020
93012,2.401,1/6/2020
92211,10.336,1/6/2020
92234,8.564,1/6/2020
92373,4.727,1/6/2020
90249,3.119,1/6/2020
92586,6.651,1/6/2020
91768,11.707,1/6/2020
92688,3.273,1/6/2020
93065,5.403,1/6/2020
91390,16.078,1/6/2020
92557,8.625,1/6/2020
93015,10.333,1/6/2020
92395,4.77,1/6/2020
92620,5.774,1/6/2020
92587,9.452,1/6/2020
91768,4.646,1/6/2020
93063,6.304,1/6/2020
92563,6.909,1/6/2020
92557,4.448,1/6/2020
91784,7.464,1/6/2020
92260,13.596,1/6/2020
92832,4.62,1/6/2020
90630,8.657,1/6/2020
91733,8.369,1/6/2020
92407,4.984,1/6/2020
91711,11.355,1/6/2020
92867,8.577,1/6/2020
92704,2.883,1/6/2020
92262,7.04,1/6/2020
92571,6.369,1/6/2020
90304,3.471,1/6/2020
91773,4.154,1/6/2020
90807,3.455,1/6/2020
91354,3.419,1/6/2020
91001,6.943,1/6/2020
92504,9.219,1/6/2020
93036,3.471,1/6/2020
92704,3.97,1/6/2020
92562,2.886,1/6/2020
92618,5.818,1/6/2020
93291,8.951,1/6/2020
92653,3.789,1/6/2020
93063,7.185,1/6/2020
90275,5.907,1/6/2020
92887,9.971,1/6/2020
91724,6.845,1/6/2020
92832,6.468,1/6/2020
92562,7.505,1/6/2020
93514,6.891,1/6/2020
91320,10.414,1/6/2020
92651,6.836,1/6/2020
92833,3.419,1/6/2020
90630,10.256,1/6/2020
92782,6.837,1/6/2020
91001,4.311,1/6/2020
91709,6.978,1/6/2020
92592,4.399,1/7/2020
92618,4.517,1/7/2020
92307,4.658,1/7/2020
92392,3.836,1/7/2020
91387,3.836,1/7/2020
91770,2.71,1/7/2020
93063,6.157,1/7/2020
93063,9.369,1/7/2020
92614,3.595,1/7/2020
92882,6.419,1/7/2020
91766,1.996,1/7/2020
92320,4.917,1/7/2020
90631,1.807,1/7/2020
92844,7.586,1/7/2020
92867,3.836,1/7/2020
92585,3.614,1/7/2020
93117,1.798,1/7/2020
93117,1.798,1/7/2020
92545,3.882,1/7/2020
91361,5.102,1/7/2020
93230,6.903,1/7/2020
92602,5.421,1/7/2020
92399,5.435,1/7/2020
91766,1.909,1/7/2020
91766,2.181,1/7/2020
91350,3.836,1/7/2020
91766,1.909,1/7/2020
92883,2.71,1/7/2020
92376,7.1,1/7/2020
93003,3.182,1/7/2020
93003,4.342,1/7/2020
93065,2.001,1/7/2020
93065,2.001,1/7/2020
93065,2.001,1/7/2020
93065,2.001,1/7/2020
93065,2.001,1/7/2020
93065,2.001,1/7/2020
93065,2.287,1/7/2020
93065,2.287,1/7/2020
93065,2.001,1/7/2020
93065,2.287,1/7/2020
93065,2.287,1/7/2020
92532,3.448,1/7/2020
93274,6.948,1/7/2020
91350,4.277,1/7/2020
93274,3.565,1/7/2020
93561,4.399,1/7/2020
91775,0.511,1/7/2020
90280,2.579,1/7/2020
93010,5.727,1/7/2020
91104,5.908,1/7/2020
92376,4.818,1/7/2020
91354,12.327,1/7/2020
92584,3.836,1/7/2020
92584,4.796,1/7/2020
93274,8.813,1/7/2020
92586,2.829,1/7/2020
91377,3.704,1/7/2020
90241,11.784,1/7/2020
91360,6.99,1/7/2020
93013,7.363,1/7/2020
90706,1.88,1/7/2020
90043,6.548,1/7/2020
92618,4.424,1/7/2020
91016,7.29,1/7/2020
93536,4.796,1/7/2020
92307,6.484,1/7/2020
90806,3.428,1/7/2020
92407,8.474,1/7/2020
93230,6.682,1/7/2020
92585,4.202,1/7/2020
92557,1.909,1/7/2020
93257,11.064,1/7/2020
90815,8.262,1/7/2020
92582,4.057,1/7/2020
93030,4.503,1/7/2020
91752,4.563,1/7/2020
93117,3.821,1/7/2020
93550,6.403,1/7/2020
92691,5.659,1/7/2020
93277,11.082,1/7/2020
92270,4.376,1/7/2020
93108,2.012,1/7/2020
93023,6.558,1/7/2020
90706,1.88,1/7/2020
90706,1.88,1/7/2020
93021,6.904,1/7/2020
93291,8.514,1/7/2020
92570,7.023,1/7/2020
90706,1.88,1/7/2020
90706,1.88,1/7/2020
90706,1.88,1/7/2020
92584,2.334,1/7/2020
92584,3.501,1/7/2020
90713,4.803,1/7/2020
92584,4.629,1/7/2020
93230,5.241,1/7/2020
92408,4.43,1/7/2020
92647,6.267,1/7/2020
91377,10.492,1/7/2020
93292,4.367,1/7/2020
92591,5.103,1/7/2020
92677,9.281,1/7/2020
92553,5.786,1/7/2020
92544,5.403,1/7/2020
93004,3.602,1/7/2020
92703,3.471,1/7/2020
92592,3.087,1/7/2020
93277,10.966,1/7/2020
90631,6.943,1/7/2020
90249,2.934,1/7/2020
92571,9.001,1/7/2020
91762,6.453,1/7/2020
91320,7,1/7/2020
91387,4.937,1/7/2020
91766,3.647,1/7/2020
90814,1.846,1/7/2020
92562,7.753,1/7/2020
93534,4.154,1/7/2020
91744,7.476,1/7/2020
92653,6.636,1/7/2020
93270,7.823,1/7/2020
91724,4.828,1/7/2020
92223,7.406,1/7/2020
91773,5.717,1/7/2020
93035,3.118,1/7/2020
92585,8.624,1/7/2020
90275,6.2,1/7/2020
92503,7.1,1/7/2020
90623,4.471,1/7/2020
92404,3.419,1/7/2020
91001,4.004,1/7/2020
93536,3.118,1/7/2020
91766,3.123,1/7/2020
92688,3.91,1/7/2020
91011,9.971,1/7/2020
90265,14.511,1/7/2020
91381,7.269,1/7/2020
92880,7.715,1/7/2020
92223,10.414,1/7/2020
92335,6.003,1/7/2020
90606,4.917,1/7/2020
92307,3.35,1/7/2020
91767,3.419,1/7/2020
90260,7.637,1/7/2020
92656,3.419,1/7/2020
93030,5.245,1/7/2020
90620,64.647,1/7/2020
91355,183.421,1/7/2020
93030,5.245,1/7/2020
92886,5.421,1/7/2020
93555,4.917,1/8/2020
91750,4.678,1/8/2020
92584,3.672,1/8/2020
92704,6.304,1/8/2020
92394,4.917,1/8/2020
92840,5.952,1/8/2020
93552,4.399,1/8/2020
92356,8.281,1/8/2020
91761,6.211,1/8/2020
91765,15.932,1/8/2020
92284,4.572,1/8/2020
91737,9.3,1/8/2020
92879,5.435,1/8/2020
93010,7.756,1/8/2020
93291,7.261,1/8/2020
92706,5.611,1/8/2020
92503,7.228,1/8/2020
92882,8.637,1/8/2020
92647,6.987,1/8/2020
92592,10.396,1/8/2020
91789,4.934,1/8/2020
92596,5.093,1/8/2020
92407,5.659,1/8/2020
92210,13.145,1/8/2020
92374,8.156,1/8/2020
92562,7.642,1/8/2020
92584,4.668,1/8/2020
92336,5.5,1/8/2020
92252,4.509,1/8/2020
93291,9.411,1/8/2020
92882,6.499,1/8/2020
92683,5.021,1/8/2020
92211,3.463,1/8/2020
92563,4.796,1/8/2020
92345,9.126,1/8/2020
91321,9.411,1/8/2020
92256,3.037,1/8/2020
92411,9.775,1/8/2020
92223,6.525,1/8/2020
90740,7.39,1/8/2020
92410,3.002,1/8/2020
92821,4.62,1/8/2020
92530,3.257,1/8/2020
92532,9.382,1/8/2020
93277,6.631,1/8/2020
92532,3.678,1/8/2020
92345,4.378,1/8/2020
92637,6.445,1/8/2020
92260,13.69,1/8/2020
93291,7.828,1/8/2020
91775,6.519,1/8/2020
90056,7.761,1/8/2020
91362,4.78,1/8/2020
92345,5.975,1/8/2020
92308,3.361,1/8/2020
93108,7.118,1/8/2020
93551,7.992,1/8/2020
92345,5.689,1/8/2020
93277,2.911,1/8/2020
92592,3.813,1/8/2020
92870,3.097,1/8/2020
91302,10.333,1/8/2020
93536,8.621,1/8/2020
91722,8.13,1/8/2020
92354,7.323,1/8/2020
92660,21.107,1/8/2020
93560,4.788,1/8/2020
92879,7.804,1/8/2020
90501,3.086,1/8/2020
93535,3.52,1/8/2020
92543,3.943,1/8/2020
93274,7.526,1/8/2020
90278,3.471,1/8/2020
91702,4.707,1/8/2020
93514,7.823,1/8/2020
90815,3.722,1/8/2020
91108,8.018,1/8/2020
92544,8.34,1/8/2020
92880,3.892,1/8/2020
90638,6.353,1/8/2020
92880,6.191,1/8/2020
92262,7.899,1/8/2020
91767,5.127,1/8/2020
91701,5.372,1/8/2020
91752,9.117,1/8/2020
91768,5.551,1/8/2020
93023,11.709,1/8/2020
92346,7.339,1/8/2020
93555,11.876,1/8/2020
92337,8.352,1/8/2020
92308,3.641,1/8/2020
92392,2.883,1/8/2020
92584,4.084,1/8/2020
92270,2.334,1/8/2020
92584,2.334,1/8/2020
93292,22.424,1/8/2020
92596,4.084,1/8/2020
92883,2.042,1/8/2020
90713,6.735,1/8/2020
92262,4.376,1/8/2020
92782,6.861,1/8/2020
92882,14.275,1/8/2020
92570,5.944,1/8/2020
92504,6.304,1/8/2020
92831,7.294,1/8/2020
93012,15.723,1/8/2020
92277,4.424,1/8/2020
92591,4.564,1/8/2020
92503,8.357,1/8/2020
91792,5.882,1/8/2020
91744,7.978,1/8/2020
92618,4.863,1/8/2020
91784,4.546,1/8/2020
91776,4.772,1/8/2020
91355,3.471,1/8/2020
92544,4.057,1/8/2020
92703,3.463,1/8/2020
91730,6.837,1/8/2020
92377,4.358,1/8/2020
92886,14.256,1/8/2020
93536,4.62,1/8/2020
93535,5.978,1/8/2020
92284,5.903,1/8/2020
92504,10.256,1/8/2020
93063,8.69,1/8/2020
92882,6.48,1/8/2020
92704,2.625,1/8/2020
92782,6.943,1/8/2020
91354,9.674,1/8/2020
92372,5.554,1/8/2020
92532,4.564,1/8/2020
90703,6.176,1/8/2020
90805,3.448,1/8/2020
91750,6.95,1/8/2020
91709,4.847,1/8/2020
92335,6.085,1/8/2020
92270,11.518,1/8/2020
91762,3.401,1/8/2020
91763,5.954,1/8/2020
91350,10.396,1/8/2020
92503,4.847,1/8/2020
93015,4.678,1/8/2020
92404,2.817,1/8/2020
90245,3.002,1/8/2020
92270,11.518,1/8/2020
92587,7.324,1/8/2020
92240,11.792,1/8/2020
91767,5.952,1/8/2020
91006,7.273,1/8/2020
92649,4.909,1/8/2020
92210,11.518,1/8/2020
92660,8.206,1/8/2020
92399,6.995,1/8/2020
92592,4.339,1/8/2020
90056,6.182,1/8/2020
92587,9.117,1/8/2020
91702,3.882,1/8/2020
91765,6.476,1/8/2020
92886,5.981,1/8/2020
91745,3.471,1/8/2020
90266,6.703,1/8/2020
92336,8.868,1/8/2020
92886,2.71,1/9/2020
90602,8.636,1/9/2020
92705,5.176,1/9/2020
91761,82.355,1/9/2020
90703,3.401,1/9/2020
91790,6.268,1/9/2020
91350,3.614,1/9/2020
91350,4.517,1/9/2020
91350,3.614,1/9/2020
91350,3.614,1/9/2020
93247,2.405,1/9/2020
92879,2.287,1/9/2020
92879,2.573,1/9/2020
92320,2.877,1/9/2020
92660,12.254,1/9/2020
92595,5.411,1/9/2020
91730,5.669,1/9/2020
92377,3.678,1/9/2020
93010,7.074,1/9/2020
92618,2.181,1/9/2020
92860,10.256,1/9/2020
93724,3.993,1/9/2020
92392,6.211,1/9/2020
93277,7.575,1/9/2020
92883,2.454,1/9/2020
92880,1.996,1/9/2020
92880,1.996,1/9/2020
91350,3.836,1/9/2020
93012,4.058,1/9/2020
92880,1.996,1/9/2020
92880,1.996,1/9/2020
92407,1.996,1/9/2020
90275,2.431,1/9/2020
91350,3.614,1/9/2020
93230,6.176,1/9/2020
92582,4.141,1/9/2020
92234,6.47,1/9/2020
92405,8.718,1/9/2020
92405,5.693,1/9/2020
91354,11.353,1/9/2020
92595,7.366,1/9/2020
90703,9.869,1/9/2020
92532,3.296,1/9/2020
92620,5.47,1/9/2020
92867,6.941,1/9/2020
92562,6.954,1/9/2020
92376,3.902,1/9/2020
92845,3.604,1/9/2020
92234,6.484,1/9/2020
92563,3.401,1/9/2020
92507,3.836,1/9/2020
91723,3.841,1/9/2020
92234,8.254,1/9/2020
92532,8.638,1/9/2020
92867,40.559,1/9/2020
93535,6.157,1/9/2020
92404,4.646,1/9/2020
90503,3.495,1/9/2020
92866,3.52,1/9/2020
92503,7.667,1/9/2020
90022,3.951,1/9/2020
92399,12.094,1/9/2020
91722,4.093,1/9/2020
92591,5.207,1/9/2020
92557,6.193,1/9/2020
91710,6.092,1/9/2020
91784,6.508,1/9/2020
91709,4.255,1/9/2020
91320,5.409,1/9/2020
93277,7.171,1/9/2020
92708,8.235,1/9/2020
92880,7.406,1/9/2020
92584,8.449,1/9/2020
91739,7.353,1/9/2020
92373,5.659,1/9/2020
92647,4.646,1/9/2020
91722,8.307,1/9/2020
90302,4.418,1/9/2020
91750,6.653,1/9/2020
93063,9.605,1/9/2020
92270,6.899,1/9/2020
92404,10.546,1/9/2020
92692,14.195,1/9/2020
92880,9.58,1/9/2020
91360,7.208,1/9/2020
92346,7.406,1/9/2020
92405,8.205,1/9/2020
93003,4.715,1/9/2020
92886,10.492,1/9/2020
92392,2.306,1/9/2020
92394,4.613,1/9/2020
92223,4.376,1/9/2020
91745,4.857,1/9/2020
92584,4.668,1/9/2020
91708,2.71,1/9/2020
92562,4.894,1/9/2020
91770,2.71,1/9/2020
92320,6.604,1/9/2020
92618,4.517,1/9/2020
92507,3.614,1/9/2020
90706,1.88,1/9/2020
90706,1.88,1/9/2020
90706,1.88,1/9/2020
90505,6.904,1/9/2020
92335,6.114,1/9/2020
91006,3.859,1/9/2020
92234,10.632,1/9/2020
91762,5.439,1/9/2020
90805,3.002,1/9/2020
92591,7.279,1/9/2020
92336,5.103,1/9/2020
90044,3.589,1/9/2020
92691,10.414,1/9/2020
90249,10.414,1/9/2020
92880,4.035,1/9/2020
91750,6.304,1/9/2020
90715,6.304,1/9/2020
91390,6.837,1/9/2020
92532,2.789,1/9/2020
92543,2.847,1/9/2020
92308,4.564,1/9/2020
92394,4.154,1/9/2020
92691,7.243,1/9/2020
92595,2.893,1/9/2020
93551,2.912,1/9/2020
92262,8.475,1/9/2020
90620,7.753,1/9/2020
92704,3.816,1/9/2020
92405,6.728,1/9/2020
91741,7.627,1/9/2020
92392,7.647,1/9/2020
93030,4.678,1/9/2020
92335,5.996,1/9/2020
92337,6.369,1/9/2020
92307,8.54,1/9/2020
90249,2.847,1/9/2020
92688,3.529,1/9/2020
92660,6.995,1/9/2020
90501,5.246,1/9/2020
93060,4.725,1/9/2020
92583,8.405,1/9/2020
90245,8.441,1/9/2020
92649,7.893,1/9/2020
92630,13.859,1/9/2020
92553,3.892,1/9/2020
92841,6.349,1/9/2020
92562,5.863,1/9/2020
92688,6.462,1/9/2020
91320,3.471,1/9/2020
93561,3.419,1/9/2020
92346,6.732,1/9/2020
91773,7.637,1/9/2020
