ZIPCODE,CAPACITY,DATE
92373,7.294,2/4/2020
93286,4.244,2/4/2020
91803,6.075,2/4/2020
92354,7.8,2/4/2020
92821,16.298,2/4/2020
91763,9.091,2/4/2020
92316,4.05,2/4/2020
93012,3.602,2/4/2020
91350,11.157,2/4/2020
92591,5.385,2/4/2020
93033,3.455,2/4/2020
92868,3.604,2/4/2020
92630,3.902,2/4/2020
93012,6.686,2/4/2020
92683,4.202,2/4/2020
92592,6.943,2/4/2020
91789,7.074,2/4/2020
93277,6.631,2/4/2020
93552,4.204,2/4/2020
90620,3.778,2/4/2020
92342,4.057,2/4/2020
93271,15.718,2/4/2020
92782,7.406,2/4/2020
92563,5.021,2/4/2020
93560,4.117,2/4/2020
92626,6.432,2/4/2020
92308,6.763,2/4/2020
91321,8.656,2/4/2020
92591,6.618,2/4/2020
92240,6.904,2/4/2020
93010,7.204,2/4/2020
92264,7.823,2/4/2020
92241,7.383,2/4/2020
92240,2.205,2/4/2020
92886,5.467,2/4/2020
92591,5.316,2/4/2020
92886,2.542,2/4/2020
93105,4,2/4/2020
93550,4.999,2/4/2020
93552,5.351,2/4/2020
92586,2.205,2/4/2020
91767,4.984,2/4/2020
92602,7.377,2/4/2020
92345,9.2,2/4/2020
92311,4.154,2/4/2020
90405,4.288,2/4/2020
93004,3.877,2/4/2020
92308,6.89,2/4/2020
93274,4.984,2/4/2020
92823,5.851,2/4/2020
93536,6.708,2/4/2020
92374,9.797,2/4/2020
93021,4.918,2/4/2020
92530,4.41,2/4/2020
92530,3.364,2/4/2020
92831,13.085,2/4/2020
92563,5.199,2/4/2020
93117,3.086,2/4/2020
92582,3.55,2/4/2020
91762,2.903,2/4/2020
93257,5.455,2/4/2020
91730,4.627,2/4/2020
93023,10.578,2/4/2020
92562,5.056,2/4/2020
92225,7.639,2/4/2020
92301,3.91,2/4/2020
91387,4.894,2/4/2020
93555,6.623,2/4/2020
92591,10.183,2/4/2020
90620,7.215,2/4/2020
92655,3.881,2/4/2020
92655,8.594,2/4/2020
92262,6.259,2/4/2020
93065,8.056,2/4/2020
92620,8.802,2/4/2020
90808,7.118,2/4/2020
92553,6.987,2/4/2020
91762,5.385,2/5/2020
93230,6.641,2/5/2020
92584,2.71,2/5/2020
93257,6.47,2/5/2020
93292,4.517,2/5/2020
92313,1.869,2/5/2020
91761,2.71,2/5/2020
91762,3.614,2/5/2020
92584,3.614,2/5/2020
92596,2.71,2/5/2020
92584,3.836,2/5/2020
92562,9.316,2/5/2020
91762,3.836,2/5/2020
92346,2.108,2/5/2020
92582,3.614,2/5/2020
92582,2.71,2/5/2020
92821,6.351,2/5/2020
93274,6.372,2/5/2020
92223,3.836,2/5/2020
92596,2.877,2/5/2020
92530,3.614,2/5/2020
91761,2.71,2/5/2020
92602,5.421,2/5/2020
92530,3.614,2/5/2020
92530,3.614,2/5/2020
91762,2.71,2/5/2020
91762,2.71,2/5/2020
92342,6.211,2/5/2020
91710,2.877,2/5/2020
92394,2.877,2/5/2020
92507,3.836,2/5/2020
93103,10.656,2/5/2020
92604,10.613,2/5/2020
92883,2.71,2/5/2020
91350,3.836,2/5/2020
92883,2.71,2/5/2020
93291,5.755,2/5/2020
91350,3.836,2/5/2020
91762,3.836,2/5/2020
92596,2.877,2/5/2020
91762,2.71,2/5/2020
91762,3.836,2/5/2020
91762,3.836,2/5/2020
92392,2.71,2/5/2020
92562,2.877,2/5/2020
92223,3.836,2/5/2020
92223,3.836,2/5/2020
92562,2.877,2/5/2020
92562,2.877,2/5/2020
92596,2.877,2/5/2020
92883,4.517,2/5/2020
92831,6.774,2/5/2020
91762,3.836,2/5/2020
92308,7.426,2/5/2020
91723,6.078,2/5/2020
93274,5.755,2/5/2020
93240,5.039,2/5/2020
91710,2.877,2/5/2020
91762,2.877,2/5/2020
91001,10.264,2/5/2020
92223,2.937,2/5/2020
90606,5.387,2/5/2020
92679,5.57,2/5/2020
92345,9.155,2/5/2020
92373,2.877,2/5/2020
92549,6.753,2/5/2020
92584,3.836,2/5/2020
92584,3.836,2/5/2020
92584,3.836,2/5/2020
92584,3.836,2/5/2020
91784,3.836,2/5/2020
92584,3.836,2/5/2020
92587,4.81,2/5/2020
92507,3.836,2/5/2020
92223,4.399,2/5/2020
91752,5.176,2/5/2020
90807,5.161,2/5/2020
92584,4.796,2/5/2020
92647,3.836,2/5/2020
92584,3.836,2/5/2020
91706,6.802,2/5/2020
92647,3.836,2/5/2020
92883,3.614,2/5/2020
93291,5.755,2/5/2020
90604,3.678,2/5/2020
92571,7.481,2/5/2020
90621,12.406,2/5/2020
93292,4.646,2/5/2020
90630,10.77,2/5/2020
92506,7.232,2/5/2020
91387,2.71,2/5/2020
91762,3.614,2/5/2020
92688,4.722,2/5/2020
92399,9.031,2/5/2020
92392,8.937,2/5/2020
92571,2.296,2/5/2020
92553,10.343,2/5/2020
90047,2.761,2/5/2020
92408,4.803,2/5/2020
93036,3.902,2/5/2020
92376,8.621,2/5/2020
92663,10.388,2/5/2020
92595,3.002,2/5/2020
91765,4.818,2/5/2020
93065,6.604,2/5/2020
92683,6.2,2/5/2020
93291,14.915,2/5/2020
92346,3.902,2/5/2020
91384,8.509,2/5/2020
91320,6.686,2/5/2020
91362,5.727,2/5/2020
91730,3.803,2/5/2020
91754,4.448,2/5/2020
92530,3.043,2/5/2020
91792,9.305,2/5/2020
93535,5.823,2/5/2020
92252,1.932,2/5/2020
91387,8.023,2/5/2020
92704,5.143,2/5/2020
92307,5.051,2/5/2020
92584,5.834,2/5/2020
93257,16.689,2/5/2020
93265,15.605,2/5/2020
92886,4.262,2/5/2020
92311,4.101,2/5/2020
92881,6.085,2/5/2020
91767,2.344,2/5/2020
90504,5.097,2/5/2020
92264,7.662,2/5/2020
92870,6.99,2/5/2020
91730,46.054,2/5/2020
91763,4.491,2/5/2020
93534,2.647,2/5/2020
92646,3.097,2/5/2020
92234,5.207,2/5/2020
93022,4.012,2/5/2020
92234,3.761,2/5/2020
92337,3.222,2/5/2020
90740,7.232,2/5/2020
90638,8.506,2/5/2020
93215,3.203,2/5/2020
92543,6.098,2/5/2020
92240,7.679,2/5/2020
92264,12.994,2/5/2020
93286,4.774,2/5/2020
92592,4.78,2/5/2020
92509,3.183,2/5/2020
91351,3.623,2/5/2020
90640,6.269,2/5/2020
90815,4.629,2/5/2020
92780,3.002,2/5/2020
92264,7.406,2/5/2020
90601,12.771,2/5/2020
92571,6.264,2/5/2020
92563,7.811,2/5/2020
92626,2.702,2/5/2020
92879,4.578,2/5/2020
92509,5.175,2/5/2020
93021,4.74,2/5/2020
92618,10.414,2/5/2020
91302,2.918,2/5/2020
92620,9.313,2/5/2020
90266,6.282,2/5/2020
92307,7.271,2/5/2020
90250,5.818,2/5/2020
92335,7.909,2/5/2020
92392,5.514,2/5/2020
92405,5.189,2/5/2020
92555,5.538,2/5/2020
92584,6.923,2/5/2020
91387,8.536,2/5/2020
92831,7.406,2/5/2020
92553,3.877,2/5/2020
93063,9.305,2/5/2020
92882,4.237,2/5/2020
92562,9.637,2/5/2020
93035,5.189,2/5/2020
93535,2.912,2/5/2020
92345,6.982,2/5/2020
91108,8.728,2/5/2020
92277,5.468,2/5/2020
92311,7.199,2/5/2020
92592,5.089,2/5/2020
90703,2.886,2/5/2020
92395,5.523,2/5/2020
92707,3.463,2/5/2020
93552,3.662,2/5/2020
92270,10.414,2/5/2020
93292,10.059,2/5/2020
92833,4.221,2/5/2020
93551,5.633,2/5/2020
92886,7.269,2/5/2020
91001,6.172,2/5/2020
92308,2.858,2/5/2020
92620,4.937,2/5/2020
92345,5.879,2/5/2020
92591,4.678,2/5/2020
90713,6.539,2/5/2020
92683,3.307,2/5/2020
92277,7.202,2/5/2020
92883,5.091,2/5/2020
92883,9.213,2/5/2020
92660,8.358,2/5/2020
92592,6.703,2/5/2020
92886,4.838,2/5/2020
92880,4.801,2/5/2020
90703,9.875,2/5/2020
92835,4.339,2/5/2020
90501,5.47,2/5/2020
92336,8.943,2/5/2020
92596,6.048,2/5/2020
92571,3.602,2/5/2020
91739,8.881,2/5/2020
92587,5.611,2/5/2020
91030,3.801,2/5/2020
92618,3.419,2/5/2020
92504,10.096,2/5/2020
91360,4.418,2/5/2020
90623,2.339,2/5/2020
91730,6.674,2/5/2020
90278,5.863,2/5/2020
92620,5.403,2/5/2020
92679,6.904,2/5/2020
93257,5.728,2/5/2020
91789,29.72,2/5/2020
92606,116.12,2/5/2020
92557,36.75,2/5/2020
90250,13.833,2/6/2020
93257,116.004,2/6/2020
92371,4.399,2/6/2020
90631,1.807,2/6/2020
90631,1.918,2/6/2020
92223,2.877,2/6/2020
92223,2.877,2/6/2020
92223,2.877,2/6/2020
92223,2.877,2/6/2020
92223,2.877,2/6/2020
92596,2.877,2/6/2020
92545,2.07,2/6/2020
93555,5.941,2/6/2020
91762,3.836,2/6/2020
91350,3.836,2/6/2020
91350,3.836,2/6/2020
92618,3.614,2/6/2020
92618,3.614,2/6/2020
92865,5.387,2/6/2020
90631,1.918,2/6/2020
91701,11,2/6/2020
92532,3.614,2/6/2020
91762,3.836,2/6/2020
92277,5.693,2/6/2020
93230,4.774,2/6/2020
93277,2.62,2/6/2020
92883,4.796,2/6/2020
92679,5.387,2/6/2020
92679,4.658,2/6/2020
91767,5.835,2/6/2020
92211,8.016,2/6/2020
92627,3.072,2/6/2020
92284,8.281,2/6/2020
92883,9.548,2/6/2020
91001,9.52,2/6/2020
91762,3.836,2/6/2020
91762,3.836,2/6/2020
92507,2.877,2/6/2020
92507,3.836,2/6/2020
92507,2.877,2/6/2020
92582,4.796,2/6/2020
92617,2.469,2/6/2020
92614,3.595,2/6/2020
92270,7.607,2/6/2020
91381,11.678,2/6/2020
92883,8.078,2/6/2020
92587,12.403,2/6/2020
92557,3.836,2/6/2020
93060,2.181,2/6/2020
93060,2.454,2/6/2020
93060,2.181,2/6/2020
93060,2.181,2/6/2020
93063,3.653,2/6/2020
92545,4.82,2/6/2020
91770,8.99,2/6/2020
92592,2.558,2/6/2020
92592,2.558,2/6/2020
92879,8.564,2/6/2020
92596,2.877,2/6/2020
92596,3.836,2/6/2020
92596,4.796,2/6/2020
92596,2.877,2/6/2020
92507,3.836,2/6/2020
92507,3.836,2/6/2020
92507,3.836,2/6/2020
92507,3.836,2/6/2020
92592,2.545,2/6/2020
92592,2.545,2/6/2020
92592,2.545,2/6/2020
92592,4,2/6/2020
92883,3.614,2/6/2020
92555,8.193,2/6/2020
92507,2.877,2/6/2020
92507,2.877,2/6/2020
91708,2.71,2/6/2020
90620,4.774,2/6/2020
92582,3.836,2/6/2020
92881,8.222,2/6/2020
92582,2.877,2/6/2020
90623,4.696,2/6/2020
92563,6.225,2/6/2020
92373,3.836,2/6/2020
92870,7.25,2/6/2020
92562,2.877,2/6/2020
92780,2,2/6/2020
92591,5.376,2/6/2020
91767,14.86,2/6/2020
92835,10.546,2/6/2020
90277,5.758,2/6/2020
93033,4.202,2/6/2020
93230,12.15,2/6/2020
93012,6.809,2/6/2020
90650,8.475,2/6/2020
92883,3.112,2/6/2020
92592,4.418,2/6/2020
92844,5.455,2/6/2020
92571,4.31,2/6/2020
92869,4.863,2/6/2020
93063,7.333,2/6/2020
92610,5.084,2/6/2020
92225,6.225,2/6/2020
93551,4.928,2/6/2020
92883,7.554,2/6/2020
92311,6.225,2/6/2020
90631,4.739,2/6/2020
92592,9.032,2/6/2020
90810,3.71,2/6/2020
93536,5.543,2/6/2020
92392,5.214,2/6/2020
92881,10.786,2/6/2020
92688,6.465,2/6/2020
92392,7.1,2/6/2020
91763,23.849,2/6/2020
92336,6.339,2/6/2020
93536,6.593,2/6/2020
92604,3.302,2/6/2020
92544,3.371,2/6/2020
92509,6.67,2/6/2020
91750,3.058,2/6/2020
92316,5.806,2/6/2020
93551,5.325,2/6/2020
92277,7.421,2/6/2020
91786,7.607,2/6/2020
92337,4.31,2/6/2020
93110,4.857,2/6/2020
92869,8.286,2/6/2020
91350,6.304,2/6/2020
92211,5.316,2/6/2020
92545,3.672,2/6/2020
91780,4.818,2/6/2020
92879,2.599,2/6/2020
91706,10.703,2/6/2020
92504,6.686,2/6/2020
93230,10.141,2/6/2020
93505,8.664,2/6/2020
92395,5.681,2/6/2020
92843,9.697,2/6/2020
91361,10.029,2/6/2020
92240,2.744,2/6/2020
92307,13.905,2/6/2020
92860,7.786,2/6/2020
92703,6.078,2/6/2020
92544,6.909,2/6/2020
92602,3.343,2/6/2020
92587,9.602,2/6/2020
92376,5.351,2/6/2020
93291,5.755,2/6/2020
92377,6.76,2/6/2020
92595,8.45,2/6/2020
93292,7.597,2/6/2020
92563,4.628,2/6/2020
92320,4.05,2/6/2020
92395,3.71,2/6/2020
92545,4.05,2/6/2020
92337,8.402,2/6/2020
90650,4.727,2/6/2020
90505,4.757,2/6/2020
92886,3.43,2/6/2020
92262,4.376,2/6/2020
92879,6.75,2/6/2020
93230,3.798,2/6/2020
92596,5.952,2/6/2020
92507,3.836,2/6/2020
91762,2.108,2/6/2020
92399,4.925,2/6/2020
93536,7.318,2/6/2020
92223,3.923,2/6/2020
92392,3.836,2/6/2020
90631,1.807,2/6/2020
92270,2.334,2/6/2020
93534,5.676,2/6/2020
92563,7.147,2/6/2020
92543,7.922,2/6/2020
91762,8.319,2/6/2020
92223,2.877,2/6/2020
92320,2.877,2/6/2020
92320,2.877,2/6/2020
92883,2.71,2/6/2020
92326,2.647,2/6/2020
91350,4.517,2/6/2020
92883,4.517,2/6/2020
92584,4.019,2/6/2020
91708,2.71,2/6/2020
91775,4.312,2/6/2020
92392,3.222,2/6/2020
92376,4.665,2/6/2020
93555,11.013,2/6/2020
92264,7.383,2/6/2020
92264,10.632,2/6/2020
93555,5.347,2/6/2020
92646,3.471,2/6/2020
92651,6.34,2/6/2020
92336,5.786,2/6/2020
93274,6.054,2/6/2020
93012,14.071,2/6/2020
93505,5.241,2/6/2020
91360,6.53,2/6/2020
91355,14.667,2/6/2020
93561,5.882,2/6/2020
92646,3.243,2/6/2020
93065,2.599,2/6/2020
91792,6.401,2/6/2020
90815,6.678,2/6/2020
93292,15.352,2/6/2020
92345,5.633,2/6/2020
92705,7.67,2/6/2020
93291,10.183,2/6/2020
92308,2.5,2/6/2020
92656,7.667,2/6/2020
92407,4.6,2/6/2020
92301,4.274,2/6/2020
92656,10.494,2/6/2020
91709,7.1,2/6/2020
92307,4.467,2/6/2020
92544,4.725,2/6/2020
91739,3.638,2/6/2020
90265,5.05,2/6/2020
90630,4.329,2/6/2020
92587,7.259,2/6/2020
91752,5.633,2/6/2020
93291,5.998,2/6/2020
92782,7.406,2/6/2020
93010,6.637,2/6/2020
93560,3.748,2/6/2020
90623,6.799,2/6/2020
92708,12.343,2/6/2020
93065,6.546,2/6/2020
93536,4.788,2/6/2020
93551,7.928,2/6/2020
92660,5.838,2/6/2020
91724,5.435,2/6/2020
93560,2.234,2/6/2020
93065,9.746,2/6/2020
92345,5.674,2/6/2020
92880,6.897,2/6/2020
91709,6.728,2/6/2020
91384,12.325,2/6/2020
92835,8.358,2/6/2020
93013,8.047,2/6/2020
92223,3.444,2/6/2020
92683,7.406,2/6/2020
92562,3.892,2/6/2020
93033,4.516,2/6/2020
92870,4.234,2/6/2020
91748,6.399,2/6/2020
93010,4.936,2/6/2020
93023,36.651,2/6/2020
92557,14.7,2/6/2020
92557,8.983,2/6/2020
93277,19.419,2/6/2020
92592,4.141,2/7/2020
92602,5.421,2/7/2020
92582,3.614,2/7/2020
93551,4.658,2/7/2020
92336,6.899,2/7/2020
92336,2.863,2/7/2020
90631,1.918,2/7/2020
92311,4.244,2/7/2020
92584,2.71,2/7/2020
92587,6.211,2/7/2020
93105,4.125,2/7/2020
92617,7.096,2/7/2020
93724,3.993,2/7/2020
93551,4.141,2/7/2020
91301,5.007,2/7/2020
90712,2.941,2/7/2020
91708,2.62,2/7/2020
91708,2.62,2/7/2020
91708,2.62,2/7/2020
91708,2.62,2/7/2020
91708,2.62,2/7/2020
91708,2.62,2/7/2020
91741,7.19,2/7/2020
92532,10.211,2/7/2020
92870,10.763,2/7/2020
92562,6.791,2/7/2020
91750,6.805,2/7/2020
93060,2.181,2/7/2020
93060,2.454,2/7/2020
93060,2.181,2/7/2020
93060,2.181,2/7/2020
92507,2.877,2/7/2020
92649,8.262,2/7/2020
92584,4.019,2/7/2020
91780,4.559,2/7/2020
92881,12.819,2/7/2020
92211,7.096,2/7/2020
93065,3.776,2/7/2020
92308,4.493,2/7/2020
92530,8.079,2/7/2020
92507,4.985,2/7/2020
91354,3.471,2/7/2020
92407,3.554,2/7/2020
92584,5.421,2/7/2020
91739,6.889,2/7/2020
92617,6.327,2/7/2020
91384,7.17,2/7/2020
91737,11.637,2/7/2020
92345,4.869,2/7/2020
93065,19.857,2/7/2020
92394,3.554,2/7/2020
92346,5.75,2/7/2020
91745,7.243,2/7/2020
91745,6.637,2/7/2020
93101,3.544,2/7/2020
92346,9.296,2/7/2020
91762,9.054,2/7/2020
91387,6.643,2/7/2020
90815,7.55,2/7/2020
92870,7.598,2/7/2020
91360,7.661,2/7/2020
93292,8.137,2/7/2020
90304,10.333,2/7/2020
93105,4.803,2/7/2020
92345,14.306,2/7/2020
92336,9.727,2/7/2020
91702,3.08,2/7/2020
93535,7.469,2/7/2020
90604,6.382,2/7/2020
92307,4.656,2/7/2020
92692,2.432,2/7/2020
93274,5.477,2/7/2020
92691,8.524,2/7/2020
90706,1.88,2/7/2020
92618,4.517,2/7/2020
92562,11.543,2/7/2020
92311,2.636,2/7/2020
92337,4.101,2/7/2020
92223,3.792,2/7/2020
92649,7.252,2/7/2020
92374,2.71,2/7/2020
92344,3.494,2/7/2020
92320,4.05,2/7/2020
93536,3.641,2/7/2020
92405,9.25,2/7/2020
92325,7.52,2/7/2020
92234,2.893,2/7/2020
91701,3.022,2/7/2020
92211,13.29,2/7/2020
92270,7.383,2/7/2020
92264,12.108,2/7/2020
92234,12.108,2/7/2020
92211,10.336,2/7/2020
92869,6.337,2/7/2020
92584,4.202,2/7/2020
92617,2.401,2/7/2020
92545,5.615,2/7/2020
91390,8,2/7/2020
91390,8.061,2/7/2020
93021,4.158,2/7/2020
92407,7.922,2/7/2020
90638,4.537,2/7/2020
93505,5.676,2/7/2020
93257,4.97,2/7/2020
93065,4.117,2/7/2020
92630,5.11,2/7/2020
91302,11.637,2/7/2020
93550,4.182,2/7/2020
91803,5.039,2/7/2020
90044,6.064,2/7/2020
90254,3.419,2/7/2020
92264,7.406,2/7/2020
91765,5.977,2/7/2020
91780,5.543,2/7/2020
92886,5.981,2/7/2020
92404,5.538,2/7/2020
91701,5.538,2/7/2020
93110,4.629,2/7/2020
92399,8.134,2/7/2020
90606,7.381,2/7/2020
93551,5.588,2/7/2020
91748,6.399,2/7/2020
91708,6.789,2/7/2020
90660,4.937,2/7/2020
92325,1.5,2/7/2020
92562,4.43,2/7/2020
92587,11.106,2/7/2020
92223,2.693,2/7/2020
93063,4.117,2/7/2020
92301,3.235,2/7/2020
91724,6.995,2/7/2020
92587,10.583,2/7/2020
92844,4.077,2/7/2020
91754,3.437,2/7/2020
92336,4.581,2/7/2020
91784,6.667,2/7/2020
93063,4.725,2/7/2020
92705,10.041,2/7/2020
90604,6,2/7/2020
90815,3.293,2/7/2020
93063,4.135,2/7/2020
91001,5.389,2/7/2020
90601,5.102,2/7/2020
93552,4.412,2/7/2020
92677,10.062,2/7/2020
92630,4.74,2/7/2020
92399,6.761,2/7/2020
90680,7.575,2/7/2020
92399,6.403,2/7/2020
92371,8.083,2/7/2020
90254,8.796,2/7/2020
91360,8.762,2/7/2020
91764,27.736,2/7/2020
91764,27.736,2/7/2020
91764,27.736,2/7/2020
92301,2.001,2/7/2020
92592,8.731,2/8/2020
90631,1.807,2/8/2020
90631,1.918,2/8/2020
90631,1.918,2/8/2020
90631,1.918,2/8/2020
93555,7.406,2/8/2020
92336,2.454,2/8/2020
90631,1.918,2/8/2020
92584,2.403,2/8/2020
91701,9.495,2/8/2020
92595,4.774,2/8/2020
92591,3.588,2/8/2020
92881,10.507,2/8/2020
92374,6.182,2/8/2020
92563,7.196,2/8/2020
93065,6.943,2/8/2020
92570,9.336,2/8/2020
92507,2.505,2/8/2020
92507,2.505,2/8/2020
92507,2.505,2/8/2020
91360,13.068,2/8/2020
90241,7.171,2/8/2020
92865,4.03,2/8/2020
91030,4.74,2/8/2020
93221,13.531,2/8/2020
91710,3.78,2/8/2020
92336,2.344,2/8/2020
91360,8.272,2/8/2020
92649,13.823,2/8/2020
92392,9.969,2/8/2020
92592,10.96,2/8/2020
92707,2.702,2/8/2020
91320,5.47,2/8/2020
91387,6.479,2/8/2020
92612,7.088,2/8/2020
92240,4.418,2/8/2020
90605,6.732,2/8/2020
92234,17.71,2/8/2020
92404,4.788,2/8/2020
92240,4.401,2/8/2020
93022,5.838,2/8/2020
93111,3.892,2/8/2020
91030,7.037,2/8/2020
92260,10.378,2/8/2020
91362,4.32,2/8/2020
92651,8.272,2/8/2020
93552,5.676,2/8/2020
90740,4.863,2/8/2020
92270,13.818,2/8/2020
93270,13.159,2/8/2020
93555,6.035,2/8/2020
92551,3.313,2/8/2020
92880,8.336,2/8/2020
92316,5.161,2/8/2020
93535,5.633,2/8/2020
92614,6.764,2/8/2020
91786,4.481,2/8/2020
91007,6.037,2/8/2020
91740,5.56,2/8/2020
90650,2.702,2/8/2020
92596,4.517,2/8/2020
92883,3.614,2/8/2020
92883,2.71,2/8/2020
92311,2.883,2/8/2020
92394,4.517,2/8/2020
92345,4.244,2/8/2020
92557,2.71,2/8/2020
93021,7.632,2/8/2020
92270,3.792,2/8/2020
92596,2.71,2/8/2020
92508,11.904,2/10/2020
90631,1.918,2/10/2020
90631,1.918,2/10/2020
90631,1.918,2/10/2020
90631,1.918,2/10/2020
91350,3.836,2/10/2020
93036,5.835,2/10/2020
91709,7.377,2/10/2020
91766,4.141,2/10/2020
93274,4.796,2/10/2020
92392,6.779,2/10/2020
93274,5.755,2/10/2020
93510,14.62,2/10/2020
92543,5.626,2/10/2020
90274,22.869,2/10/2020
92507,2.877,2/10/2020
91730,10.169,2/10/2020
92704,5.923,2/10/2020
92584,5.916,2/10/2020
92618,7.459,2/10/2020
92630,8.188,2/10/2020
90620,8.808,2/10/2020
91748,5.115,2/10/2020
91765,5.455,2/10/2020
91722,5,2/10/2020
92618,2.181,2/10/2020
92584,2.001,2/10/2020
92584,7.948,2/10/2020
90201,8.432,2/10/2020
92307,7.409,2/10/2020
92337,4.162,2/10/2020
91362,9.117,2/10/2020
93535,5.882,2/10/2020
92821,10.374,2/10/2020
92821,4.916,2/10/2020
92563,5.093,2/10/2020
93291,6.433,2/10/2020
92880,10.649,2/10/2020
90501,7.126,2/10/2020
92284,6.789,2/10/2020
90504,4.86,2/10/2020
93292,10.482,2/10/2020
92555,5.758,2/10/2020
92705,6.274,2/10/2020
90706,3.656,2/10/2020
93010,5.807,2/10/2020
90505,4.626,2/10/2020
92316,5.161,2/10/2020
92316,5.161,2/10/2020
92604,7.318,2/10/2020
92373,12.562,2/10/2020
92683,3.419,2/10/2020
92262,4.084,2/10/2020
90706,1.88,2/10/2020
92530,2.009,2/10/2020
92335,2.344,2/10/2020
92344,3.171,2/10/2020
92584,4.084,2/10/2020
92307,11.718,2/10/2020
92392,6.738,2/10/2020
92584,5.251,2/10/2020
92886,8.912,2/10/2020
92223,4.959,2/10/2020
92691,4.468,2/10/2020
92585,5.75,2/10/2020
92586,4.457,2/10/2020
92571,8.524,2/10/2020
90275,6.837,2/10/2020
92646,6.168,2/10/2020
90240,6.207,2/10/2020
92602,4.808,2/10/2020
93274,4.796,2/10/2020
93550,5.882,2/10/2020
93536,11.587,2/10/2020
92563,3.614,2/10/2020
92618,3.444,2/10/2020
92308,2.344,2/10/2020
92571,8.678,2/10/2020
91362,6.519,2/10/2020
92883,3.444,2/10/2020
92602,3.614,2/10/2020
91350,4.573,2/10/2020
91739,7.776,2/10/2020
92563,7.86,2/10/2020
93277,9.095,2/10/2020
93001,4.002,2/10/2020
92879,8.678,2/10/2020
91732,5.069,2/10/2020
92841,3.002,2/10/2020
92630,13.622,2/10/2020
92307,5.227,2/10/2020
91724,11.895,2/10/2020
92883,9.309,2/10/2020
92563,4.135,2/10/2020
93535,5.853,2/10/2020
90650,5.457,2/10/2020
92627,4.04,2/10/2020
92532,5.977,2/10/2020
93550,2.535,2/10/2020
92544,3.544,2/10/2020
91362,7.171,2/10/2020
92270,13.869,2/10/2020
92277,8.078,2/10/2020
92570,6.684,2/10/2020
91710,4.012,2/10/2020
93065,6.943,2/10/2020
91701,8.217,2/10/2020
91741,6.943,2/10/2020
92211,10.632,2/10/2020
93274,7.485,2/10/2020
90806,2.858,2/10/2020
92336,5.717,2/10/2020
90805,5.538,2/10/2020
93560,7.278,2/10/2020
92270,14.182,2/10/2020
90630,4.678,2/10/2020
90047,3.032,2/10/2020
92345,4.707,2/10/2020
92408,7.168,2/10/2020
93063,10.414,2/10/2020
90814,3.471,2/10/2020
92620,8.462,2/10/2020
93105,7.957,2/10/2020
92692,3.419,2/10/2020
92509,5.73,2/10/2020
92503,5.389,2/10/2020
92705,7.294,2/10/2020
92656,6.995,2/10/2020
91748,7.922,2/10/2020
91709,7.484,2/10/2020
91750,6.686,2/10/2020
92371,6.477,2/10/2020
93536,10.256,2/10/2020
92592,3.419,2/10/2020
91387,6.837,2/10/2020
91387,6.837,2/10/2020
93536,10.414,2/10/2020
91320,6.943,2/10/2020
92661,3.704,2/10/2020
93534,4.312,2/10/2020
92823,6.943,2/10/2020
92780,3.419,2/10/2020
92869,3.419,2/10/2020
92688,3.444,2/10/2020
93555,3.585,2/10/2020
91764,27.736,2/10/2020
92585,2.71,2/10/2020
92585,2.71,2/10/2020
92555,3.952,2/10/2020
92311,3.105,2/11/2020
92618,4.517,2/11/2020
92691,6.211,2/11/2020
92592,2.329,2/11/2020
92320,2.877,2/11/2020
92377,5.835,2/11/2020
92596,5.532,2/11/2020
92879,5.093,2/11/2020
92604,3.882,2/11/2020
93291,4.517,2/11/2020
90631,1.807,2/11/2020
90631,1.807,2/11/2020
90631,1.918,2/11/2020
90631,1.918,2/11/2020
92223,2.877,2/11/2020
93591,4.97,2/11/2020
92264,9.044,2/11/2020
92886,12.788,2/11/2020
92880,2.334,2/11/2020
91387,2.877,2/11/2020
92336,2.863,2/11/2020
92532,2.71,2/11/2020
93036,5.435,2/11/2020
92530,6.227,2/11/2020
92587,7.426,2/11/2020
92356,3.395,2/11/2020
90808,3.614,2/11/2020
91762,2.454,2/11/2020
91762,1.909,2/11/2020
91762,2.727,2/11/2020
91762,1.909,2/11/2020
91762,2.181,2/11/2020
91762,2.454,2/11/2020
92399,8.555,2/11/2020
92883,4.084,2/11/2020
92602,5.421,2/11/2020
90631,1.918,2/11/2020
92883,2.71,2/11/2020
92223,3.836,2/11/2020
92394,11.909,2/11/2020
93274,5.755,2/11/2020
92407,6.441,2/11/2020
92592,4.691,2/11/2020
92679,6.987,2/11/2020
92264,13.585,2/11/2020
93536,11.406,2/11/2020
93277,3.882,2/11/2020
92562,6.478,2/11/2020
92336,3.952,2/11/2020
90623,5.315,2/11/2020
92832,6.634,2/11/2020
90723,1.889,2/11/2020
91320,68.891,2/11/2020
92584,12.998,2/11/2020
92234,3.803,2/11/2020
92660,6.78,2/11/2020
91754,10.041,2/11/2020
92782,2.328,2/11/2020
92782,2.62,2/11/2020
92782,2.328,2/11/2020
92240,3.37,2/11/2020
92596,4.796,2/11/2020
92562,2.877,2/11/2020
92377,5.788,2/11/2020
92507,2.505,2/11/2020
92507,2.505,2/11/2020
91351,6.546,2/11/2020
92507,2.505,2/11/2020
92507,2.226,2/11/2020
92648,2.62,2/11/2020
